article_id,published_date,title,summary,source,url,scope,region_id,category,sentiment_raw,impact_magnitude,weighted_sentiment
art-202509-0308,2025-09-25,Underpass Mampang Selesai Dibangun,Underpass baru di Mampang Prapatan mengurangi kemacetan di persimpangan utama Jakarta Selatan.,Bisnis Indonesia,https://example.com/news/art-202509-0308,local,Jakarta Selatan,infrastructure,0.0609,0.1219,0.0074
art-202509-0309,2025-09-22,Moratorium Pembangunan Hotel di Kawasan Thamrin,Kebijakan pembatasan pembangunan hotel baru di koridor Thamrin-Sudirman berlaku efektif.,Detik Finance,https://example.com/news/art-202509-0309,local,Jakarta Pusat,policy,0.0415,0.1142,0.0047
art-202509-0310,2025-09-19,Hub Transit Bawah Tanah Sudirman Disetujui,"Proyek hub transit terintegrasi di bawah jalan Sudirman akan menghubungkan MRT, LRT, dan bus rapid transit.",Bisnis Indonesia,https://example.com/news/art-202509-0310,local,Jakarta Pusat,infrastructure,0.0308,0.1329,0.0041
art-202509-0311,2025-09-04,Tingkat Hunian Perkantoran Jakarta Pusat Pulih,Occupancy rate kantor di CBD Jakarta kembali ke level pra-pandemi.,Kompas.com,https://example.com/news/art-202509-0311,regional,Jakarta Pusat,market,0.0389,0.1137,0.0044
art-202509-0312,2025-09-12,Hypermarket dan Pusat Grosir Baru di Cengkareng,Pusat perbelanjaan grosir dan hypermarket berskala besar akan dibuka di Cengkareng.,Kontan,https://example.com/news/art-202509-0312,local,Jakarta Barat,development,0.0283,0.0726,0.0021
art-202509-0313,2025-09-07,Pasar Properti Cengkareng Tumbuh Stabil,Kawasan Cengkareng mencatat pertumbuhan transaksi properti yang konsisten.,Kompas.com,https://example.com/news/art-202509-0313,local,Jakarta Barat,market,0.0273,0.0699,0.0019
art-202509-0314,2025-09-21,Koridor TransJakarta Baru ke Pulogebang Beroperasi,Rute BRT baru menghubungkan Terminal Pulogebang langsung ke Kampung Melayu.,Kompas.com,https://example.com/news/art-202509-0314,local,Jakarta Timur,infrastructure,0.0464,0.1114,0.0052
art-202509-0315,2025-09-24,Flyover Cipinang-Jatinegara Mulai Dibangun,Flyover baru akan mengurai kemacetan di persimpangan padat Cipinang-Jatinegara.,Jakarta Post,https://example.com/news/art-202509-0315,local,Jakarta Timur,infrastructure,0.059,0.0654,0.0039
art-202509-0316,2025-09-02,Sistem Drainase Baru untuk Kawasan Pesisir Utara,Proyek perbaikan drainase senilai Rp 500 miliar dimulai untuk mengatasi banjir tahunan.,Kompas.com,https://example.com/news/art-202509-0316,local,Jakarta Utara,infrastructure,0.0453,0.1325,0.006
art-202509-0317,2025-09-21,Inflasi Indonesia Terkendali di Level Rendah,Tingkat inflasi tahunan Indonesia tetap berada di kisaran target Bank Indonesia.,Detik Finance,https://example.com/news/art-202509-0317,national,,economy,0.0305,0.1037,0.0032
art-202510-0318,2025-10-16,Kawasan Kemang Transformasi Jadi Hub Mixed-Use,"Proyek revitalisasi Kemang mencakup residensial, komersial, dan ruang publik baru.",Tribun News,https://example.com/news/art-202510-0318,local,Jakarta Selatan,development,0.0489,0.0703,0.0034
art-202510-0319,2025-10-06,Permintaan Ekspat Dorong Harga Sewa di Senayan,Komunitas ekspatriat yang berkembang mendorong kenaikan harga sewa di kawasan premium Jakarta Selatan.,Jakarta Post,https://example.com/news/art-202510-0319,regional,Jakarta Selatan,market,0.0381,0.0817,0.0031
art-202510-0320,2025-10-28,Gedung Perkantoran Grade A Baru di SCBD,Menara perkantoran 50 lantai berkonsep green building mulai konstruksi di SCBD.,Kompas.com,https://example.com/news/art-202510-0320,local,Jakarta Pusat,development,0.0417,0.0738,0.0031
art-202510-0321,2025-10-17,Banjir Rendam Kawasan Kalideres Jakarta Barat,Hujan deras mengakibatkan genangan di beberapa titik di Kalideres.,Kontan,https://example.com/news/art-202510-0321,local,Jakarta Barat,disaster,-0.0454,0.0899,-0.0041
art-202510-0322,2025-10-08,Stasiun KRL Baru di Kembangan Beroperasi,Stasiun commuter line baru meningkatkan aksesibilitas kawasan barat Jakarta.,Detik Finance,https://example.com/news/art-202510-0322,local,Jakarta Barat,infrastructure,0.0336,0.0966,0.0032
art-202510-0323,2025-10-31,Pengembangan Township Baru di Jakarta Barat,Proyek kota mandiri berskala besar diumumkan untuk kawasan barat Jakarta.,Detik Finance,https://example.com/news/art-202510-0323,regional,Jakarta Barat,development,0.0582,0.1105,0.0064
art-202510-0324,2025-10-06,Pasar Rakyat Modern Dibuka di Kramat Jati,Pasar tradisional Kramat Jati selesai direvitalisasi menjadi pasar modern berfasilitas lengkap.,Kompas.com,https://example.com/news/art-202510-0324,local,Jakarta Timur,development,0.0579,0.1005,0.0058
art-202510-0325,2025-10-13,RS Internasional Baru Dibangun di Kelapa Gading,Rumah sakit berstandar internasional dengan 300 bed akan dibangun di kawasan Kelapa Gading.,Kompas.com,https://example.com/news/art-202510-0325,local,Jakarta Utara,development,0.075,0.0848,0.0064
art-202510-0326,2025-10-02,RS Internasional Baru Dibangun di Kelapa Gading,Rumah sakit berstandar internasional dengan 300 bed akan dibangun di kawasan Kelapa Gading.,Detik Finance,https://example.com/news/art-202510-0326,local,Jakarta Utara,development,0.0802,0.0651,0.0052
art-202510-0327,2025-10-01,Modernisasi Pelabuhan Tanjung Priok Rampung,Peningkatan kapasitas pelabuhan diharapkan mendorong ekonomi Jakarta Utara.,Detik Finance,https://example.com/news/art-202510-0327,regional,Jakarta Utara,infrastructure,0.0548,0.1173,0.0064
art-202511-0328,2025-11-02,Jalan Layang Antasari-Blok M Resmi Beroperasi,Jalan layang baru memangkas waktu tempuh Antasari ke Blok M dari 45 menjadi 15 menit.,Detik Finance,https://example.com/news/art-202511-0328,local,Jakarta Selatan,infrastructure,0.0382,0.0866,0.0033
art-202511-0329,2025-11-15,Hub Transit Bawah Tanah Sudirman Disetujui,"Proyek hub transit terintegrasi di bawah jalan Sudirman akan menghubungkan MRT, LRT, dan bus rapid transit.",Detik Finance,https://example.com/news/art-202511-0329,local,Jakarta Pusat,infrastructure,0.0443,0.0789,0.0035
art-202511-0330,2025-11-04,Smart Traffic System Dipasang di 50 Persimpangan Pusat,Sistem lampu lalu lintas cerdas berbasis AI mengurangi kemacetan 25% di Jakarta Pusat.,Jakarta Post,https://example.com/news/art-202511-0330,local,Jakarta Pusat,infrastructure,0.0338,0.1489,0.005
art-202511-0331,2025-11-12,Moratorium Pembangunan Hotel di Kawasan Thamrin,Kebijakan pembatasan pembangunan hotel baru di koridor Thamrin-Sudirman berlaku efektif.,Bisnis Indonesia,https://example.com/news/art-202511-0331,regional,Jakarta Pusat,policy,0.0037,0.1487,0.0005
art-202511-0332,2025-11-05,RS Ibu dan Anak Baru Beroperasi di Kebon Jeruk,Rumah sakit spesialis ibu dan anak dengan 150 bed resmi beroperasi di Kebon Jeruk.,Kompas.com,https://example.com/news/art-202511-0332,local,Jakarta Barat,development,0.0424,0.085,0.0036
art-202511-0333,2025-11-30,Permintaan Rumah Terjangkau di Jakarta Timur Melonjak,Pembeli rumah pertama semakin memilih kawasan timur Jakarta karena harga yang lebih terjangkau.,Kompas.com,https://example.com/news/art-202511-0333,local,Jakarta Timur,market,0.0277,0.1125,0.0031
art-202511-0334,2025-11-17,Kualitas Air Bersih di Jakarta Utara Memburuk,Pencemaran air tanah di wilayah pesisir utara semakin meningkat akibat intrusi air laut.,Bisnis Indonesia,https://example.com/news/art-202511-0334,local,Jakarta Utara,environment,-0.0335,0.109,-0.0037
art-202511-0335,2025-11-12,Tol Trans Jawa Seluruh Ruas Beroperasi Penuh,"Seluruh ruas jalan tol Trans Jawa resmi beroperasi, menghubungkan Anyer hingga Surabaya.",CNBC Indonesia,https://example.com/news/art-202511-0335,national,,infrastructure,0.0494,0.08,0.004
art-202512-0336,2025-12-24,Pusat Perbelanjaan Baru Hadir di Cilandak,Mall lifestyle berkonsep open-air dengan 150 tenant akan dibuka di Cilandak Town Square.,Kontan,https://example.com/news/art-202512-0336,local,Jakarta Selatan,development,0.0604,0.0909,0.0055
art-202512-0337,2025-12-25,Regulasi Zonasi Baru untuk CBD Jakarta Pusat,Pemerintah provinsi mengumumkan pembaruan zonasi untuk kawasan bisnis pusat Jakarta.,Kontan,https://example.com/news/art-202512-0337,local,Jakarta Pusat,policy,0.0104,0.1467,0.0015
art-202512-0338,2025-12-17,Pedestrianisasi Jalan Sabang Selesai,Proyek pedestrianisasi kawasan kuliner Sabang meningkatkan kualitas ruang publik Jakarta Pusat.,Bisnis Indonesia,https://example.com/news/art-202512-0338,local,Jakarta Pusat,infrastructure,0.0315,0.0551,0.0017
art-202512-0339,2025-12-19,Pasar Properti Cengkareng Tumbuh Stabil,Kawasan Cengkareng mencatat pertumbuhan transaksi properti yang konsisten.,Kompas.com,https://example.com/news/art-202512-0339,local,Jakarta Barat,market,0.024,0.1075,0.0026
art-202512-0340,2025-12-05,Banjir Rendam Kawasan Kalideres Jakarta Barat,Hujan deras mengakibatkan genangan di beberapa titik di Kalideres.,Detik Finance,https://example.com/news/art-202512-0340,local,Jakarta Barat,disaster,-0.053,0.0519,-0.0028
art-202512-0341,2025-12-24,Gardu Induk PLN Baru untuk Jakarta Timur Beroperasi,Gardu induk 150 kV baru meningkatkan keandalan pasokan listrik untuk 200.000 pelanggan.,CNBC Indonesia,https://example.com/news/art-202512-0341,local,Jakarta Timur,infrastructure,0.0524,0.1421,0.0074
art-202512-0342,2025-12-17,Banjir Melanda Kawasan Pesisir Jakarta Utara,"Banjir rob kembali menerjang permukiman warga di wilayah pesisir Jakarta Utara, menyebabkan kerugian material yang signifikan.",Jakarta Post,https://example.com/news/art-202512-0342,local,Jakarta Utara,disaster,-0.066,0.0825,-0.0054
art-202512-0343,2025-12-18,Tanggul Laut Jakarta Utara Jebol Akibat Gelombang Tinggi,"Gelombang pasang merusak tanggul pelindung di kawasan Muara Baru, mengancam permukiman sekitar.",Bisnis Indonesia,https://example.com/news/art-202512-0343,local,Jakarta Utara,disaster,-0.0211,0.096,-0.002
art-202512-0344,2025-12-20,Modernisasi Pelabuhan Tanjung Priok Rampung,Peningkatan kapasitas pelabuhan diharapkan mendorong ekonomi Jakarta Utara.,Jakarta Post,https://example.com/news/art-202512-0344,regional,Jakarta Utara,infrastructure,0.0496,0.1143,0.0057
art-202512-0345,2025-12-31,Investasi Asing Langsung Meningkat Tajam,Arus investasi asing ke sektor properti Indonesia mencatat kenaikan signifikan.,Detik Finance,https://example.com/news/art-202512-0345,national,,economy,0.0592,0.0695,0.0041
art-202601-0346,2026-01-16,Taman Kota Seluas 5 Hektar Dibangun di Jagakarsa,"Pemda DKI membangun taman kota baru lengkap dengan jogging track, playground, dan skatepark.",Bisnis Indonesia,https://example.com/news/art-202601-0346,local,Jakarta Selatan,development,0.0525,0.0983,0.0052
art-202601-0347,2026-01-22,Ruang Terbuka Hijau Jakarta Selatan Bertambah,Pemkot DKI Jakarta meresmikan taman kota baru di kawasan Kebayoran Lama.,Kompas.com,https://example.com/news/art-202601-0347,regional,Jakarta Selatan,environment,0.054,0.0691,0.0037
art-202601-0348,2026-01-26,Gedung Perkantoran Grade A Baru di SCBD,Menara perkantoran 50 lantai berkonsep green building mulai konstruksi di SCBD.,Tribun News,https://example.com/news/art-202601-0348,local,Jakarta Pusat,development,0.0612,0.1073,0.0066
art-202601-0349,2026-01-30,Superblok Baru Direncanakan di Dekat Monas,Proyek pengembangan mixed-use berskala besar diumumkan untuk area sekitar Monas.,Kompas.com,https://example.com/news/art-202601-0349,local,Jakarta Pusat,development,0.0237,0.1169,0.0028
art-202601-0350,2026-01-18,Harga Lahan Industri Jakarta Barat Naik,Permintaan lahan industri dan logistik di koridor barat Jakarta meningkat tajam.,Detik Finance,https://example.com/news/art-202601-0350,local,Jakarta Barat,market,0.03,0.108,0.0032
art-202601-0351,2026-01-29,Jalan Tol JORR Timur Selesai Diperbaiki,Perbaikan ruas JORR timur meningkatkan konektivitas Jakarta Timur.,Kompas.com,https://example.com/news/art-202601-0351,local,Jakarta Timur,infrastructure,0.0513,0.0739,0.0038
art-202601-0352,2026-01-22,Ratusan Rumah Terendam Banjir di Penjaringan,"Intensitas hujan tinggi mengakibatkan banjir setinggi 50 cm di Penjaringan, Jakarta Utara.",Bisnis Indonesia,https://example.com/news/art-202601-0352,local,Jakarta Utara,disaster,-0.0547,0.083,-0.0045
art-202601-0353,2026-01-14,Modernisasi Pelabuhan Tanjung Priok Rampung,Peningkatan kapasitas pelabuhan diharapkan mendorong ekonomi Jakarta Utara.,Tribun News,https://example.com/news/art-202601-0353,local,Jakarta Utara,infrastructure,0.0215,0.105,0.0023
art-202601-0354,2026-01-10,Tol Trans Jawa Seluruh Ruas Beroperasi Penuh,"Seluruh ruas jalan tol Trans Jawa resmi beroperasi, menghubungkan Anyer hingga Surabaya.",Detik Finance,https://example.com/news/art-202601-0354,national,,infrastructure,0.0471,0.1256,0.0059
art-202602-0355,2026-02-24,MRT Fase 2 Capai Stasiun Fatmawati,Proyek perpanjangan MRT Jakarta menuju selatan terus menunjukkan kemajuan signifikan.,Kompas.com,https://example.com/news/art-202602-0355,local,Jakarta Selatan,infrastructure,0.0691,0.1152,0.008
art-202602-0356,2026-02-27,Pusat Perbelanjaan Baru Hadir di Cilandak,Mall lifestyle berkonsep open-air dengan 150 tenant akan dibuka di Cilandak Town Square.,Kompas.com,https://example.com/news/art-202602-0356,local,Jakarta Selatan,development,0.0605,0.1139,0.0069
art-202602-0357,2026-02-24,Harga Properti Pondok Indah Tembus Rekor Baru,Kawasan Pondok Indah mencatat harga tanah tertinggi sepanjang sejarah.,Bisnis Indonesia,https://example.com/news/art-202602-0357,regional,Jakarta Selatan,market,0.0614,0.0778,0.0048
art-202602-0358,2026-02-11,Stasiun MRT Baru di Glodok Mulai Konstruksi,Pembangunan stasiun MRT fase 2 di Glodok meningkatkan konektivitas Kota Tua.,Kompas.com,https://example.com/news/art-202602-0358,local,Jakarta Pusat,infrastructure,0.0234,0.1068,0.0025
art-202602-0359,2026-02-28,Tingkat Hunian Perkantoran Jakarta Pusat Pulih,Occupancy rate kantor di CBD Jakarta kembali ke level pra-pandemi.,Tribun News,https://example.com/news/art-202602-0359,regional,Jakarta Pusat,market,0.0432,0.0846,0.0037
art-202602-0360,2026-02-15,Stasiun KRL Baru di Kembangan Beroperasi,Stasiun commuter line baru meningkatkan aksesibilitas kawasan barat Jakarta.,Kompas.com,https://example.com/news/art-202602-0360,local,Jakarta Barat,infrastructure,0.03,0.0613,0.0018
art-202602-0361,2026-02-10,Jembatan Penyeberangan Modern di Slipi Diresmikan,JPO modern dengan lift dan eskalator dibangun di kawasan padat Slipi.,Detik Finance,https://example.com/news/art-202602-0361,local,Jakarta Barat,infrastructure,0.0338,0.0514,0.0017
art-202602-0362,2026-02-17,Flyover Cipinang-Jatinegara Mulai Dibangun,Flyover baru akan mengurai kemacetan di persimpangan padat Cipinang-Jatinegara.,CNBC Indonesia,https://example.com/news/art-202602-0362,local,Jakarta Timur,infrastructure,0.0559,0.1397,0.0078
art-202602-0363,2026-02-08,Gardu Induk PLN Baru untuk Jakarta Timur Beroperasi,Gardu induk 150 kV baru meningkatkan keandalan pasokan listrik untuk 200.000 pelanggan.,Bisnis Indonesia,https://example.com/news/art-202602-0363,regional,Jakarta Timur,infrastructure,0.0246,0.1482,0.0036
art-202602-0364,2026-02-10,Ratusan Rumah Terendam Banjir di Penjaringan,"Intensitas hujan tinggi mengakibatkan banjir setinggi 50 cm di Penjaringan, Jakarta Utara.",Tribun News,https://example.com/news/art-202602-0364,local,Jakarta Utara,disaster,-0.0478,0.1254,-0.006
art-202602-0365,2026-02-22,Bank Indonesia Pertahankan Suku Bunga Acuan,Bank sentral mempertahankan suku bunga acuan di level stabil untuk mendukung pertumbuhan ekonomi.,Kompas.com,https://example.com/news/art-202602-0365,national,,policy,-0.0031,0.086,-0.0003
